recommended_soil,temperature,humidity,soil_moisture
alluvial soil,37,44.0,91
alluvial soil,38,41.0,92
alluvial soil,39,38.0,93
alluvial soil,40,35.0,94
alluvial soil,41,32.0,95
alluvial soil,42,29.0,96
alluvial soil,43,26.0,97
alluvial soil,44,23.0,98
alluvial soil,45,20.0,99
alluvial soil,46,17.0,100
alluvial soil,25,80.0,1
alluvial soil,26,77.0,2
alluvial soil,27,74.0,3
alluvial soil,28,71.0,4
alluvial soil,29,68.0,5
alluvial soil,30,65.0,6
alluvial soil,31,62.0,7
alluvial soil,32,59.0,8
alluvial soil,33,56.0,9
alluvial soil,34,53.0,10
alluvial soil,35,50.0,11
alluvial soil,36,47.0,12
alluvial soil,37,44.0,13
alluvial soil,38,41.0,14
alluvial soil,39,38.0,15
alluvial soil,40,35.0,16
alluvial soil,41,32.0,17
alluvial soil,42,29.0,18
alluvial soil,43,26.0,19
alluvial soil,44,23.0,20
alluvial soil,45,20.0,21
alluvial soil,46,17.0,22
alluvial soil,25,80.0,23
alluvial soil,26,77.0,24
alluvial soil,27,74.0,25
alluvial soil,28,71.0,26
alluvial soil,29,68.0,27
alluvial soil,30,65.0,28
alluvial soil,31,62.0,29
alluvial soil,32,59.0,30
alluvial soil,33,56.0,31
alluvial soil,34,53.0,32
alluvial soil,35,50.0,33
alluvial soil,36,47.0,34
alluvial soil,37,44.0,35
alluvial soil,38,41.0,36
alluvial soil,39,38.0,37
alluvial soil,40,35.0,38
alluvial soil,41,32.0,39
alluvial soil,42,29.0,40
alluvial soil,43,26.0,41
alluvial soil,44,23.0,42
alluvial soil,45,20.0,43
alluvial soil,46,17.0,44
alluvial soil,25,80.0,45
alluvial soil,26,77.0,46
alluvial soil,27,74.0,47
alluvial soil,28,71.0,48
alluvial soil,29,68.0,49
alluvial soil,30,65.0,50
alluvial soil,31,62.0,51
alluvial soil,32,59.0,52
alluvial soil,33,56.0,53
alluvial soil,34,53.0,54
alluvial soil,35,50.0,55
alluvial soil,36,47.0,56
alluvial soil,37,44.0,57
alluvial soil,38,41.0,58
alluvial soil,39,38.0,59
alluvial soil,40,35.0,60
alluvial soil,41,32.0,61
alluvial soil,42,29.0,62
alluvial soil,43,26.0,63
alluvial soil,44,23.0,64
alluvial soil,45,20.0,65
alluvial soil,46,17.0,66
alluvial soil,25,80.0,67
alluvial soil,26,77.0,68
alluvial soil,27,74.0,69
alluvial soil,28,71.0,70
alluvial soil,29,68.0,71
alluvial soil,30,65.0,72
alluvial soil,31,62.0,73
alluvial soil,32,59.0,74
alluvial soil,33,56.0,75
alluvial soil,34,53.0,76
alluvial soil,35,50.0,77
alluvial soil,36,47.0,78
alluvial soil,37,44.0,79
alluvial soil,38,41.0,80
alluvial soil,39,38.0,81
alluvial soil,40,35.0,82
alluvial soil,41,32.0,83
alluvial soil,42,29.0,84
alluvial soil,43,26.0,85
alluvial soil,44,23.0,86
alluvial soil,45,20.0,87
alluvial soil,46,17.0,88
alluvial soil,25,80.0,89
alluvial soil,26,77.0,90
alluvial soil,27,74.0,91
alluvial soil,28,71.0,92
alluvial soil,29,68.0,93
alluvial soil,30,65.0,94
alluvial soil,31,62.0,95
alluvial soil,32,59.0,96
alluvial soil,33,56.0,97
alluvial soil,34,53.0,98
alluvial soil,35,50.0,99
alluvial soil,36,47.0,100
alluvial soil,37,44.0,1
alluvial soil,38,41.0,2
alluvial soil,39,38.0,3
alluvial soil,40,35.0,4
alluvial soil,41,32.0,5
alluvial soil,42,29.0,6
alluvial soil,43,26.0,7
alluvial soil,44,23.0,8
alluvial soil,45,20.0,9
alluvial soil,46,17.0,10
alluvial soil,25,80.0,11
alluvial soil,26,77.0,12
alluvial soil,27,74.0,13
alluvial soil,28,71.0,14
alluvial soil,29,68.0,15
alluvial soil,30,65.0,16
alluvial soil,31,62.0,17
alluvial soil,32,59.0,18
alluvial soil,33,56.0,19
alluvial soil,34,53.0,20
alluvial soil,35,50.0,21
alluvial soil,36,47.0,22
alluvial soil,37,44.0,23
alluvial soil,38,41.0,24
alluvial soil,39,38.0,25
alluvial soil,40,35.0,26
alluvial soil,41,32.0,27
alluvial soil,42,29.0,28
alluvial soil,43,26.0,29
alluvial soil,44,23.0,30
alluvial soil,45,20.0,31
alluvial soil,46,17.0,32
alluvial soil,25,80.0,33
alluvial soil,26,77.0,34
alluvial soil,27,74.0,35
alluvial soil,28,71.0,36
alluvial soil,29,68.0,37
alluvial soil,30,65.0,38
alluvial soil,31,62.0,39
alluvial soil,32,59.0,40
alluvial soil,33,56.0,41
alluvial soil,34,53.0,42
alluvial soil,35,50.0,43
alluvial soil,36,47.0,44
alluvial soil,37,44.0,45
alluvial soil,38,41.0,46
alluvial soil,39,38.0,47
alluvial soil,40,35.0,48
alluvial soil,41,32.0,49
alluvial soil,42,29.0,50
alluvial soil,43,26.0,51
alluvial soil,44,23.0,52
alluvial soil,45,20.0,53
alluvial soil,46,17.0,54
alluvial soil,25,80.0,55
alluvial soil,26,77.0,56
alluvial soil,27,74.0,57
alluvial soil,28,71.0,58
alluvial soil,29,68.0,59
alluvial soil,30,65.0,60
alluvial soil,31,62.0,61
alluvial soil,32,59.0,62
alluvial soil,33,56.0,63
alluvial soil,34,53.0,64
alluvial soil,35,50.0,65
alluvial soil,36,47.0,66
alluvial soil,37,44.0,67
alluvial soil,38,41.0,68
alluvial soil,39,38.0,69
alluvial soil,40,35.0,70
alluvial soil,41,32.0,71
alluvial soil,42,29.0,72
alluvial soil,43,26.0,73
alluvial soil,44,23.0,74
alluvial soil,45,20.0,75
alluvial soil,46,17.0,76
alluvial soil,25,80.0,77
alluvial soil,26,77.0,78
alluvial soil,27,74.0,79
alluvial soil,28,71.0,80
alluvial soil,29,68.0,81
alluvial soil,30,65.0,82
alluvial soil,31,62.0,83
alluvial soil,32,59.0,84
alluvial soil,33,56.0,85
alluvial soil,34,53.0,86
alluvial soil,35,50.0,87
alluvial soil,36,47.0,88
alluvial soil,37,44.0,89
alluvial soil,38,41.0,90
alluvial soil,39,38.0,91
alluvial soil,40,35.0,92
alluvial soil,41,32.0,93
alluvial soil,42,29.0,94
alluvial soil,43,26.0,95
alluvial soil,44,23.0,96
alluvial soil,45,20.0,97
alluvial soil,46,17.0,98
alluvial soil,25,80.0,99
alluvial soil,26,77.0,100
alluvial soil,27,74.0,1
alluvial soil,28,71.0,2
alluvial soil,29,68.0,3
alluvial soil,30,65.0,4
alluvial soil,31,62.0,5
alluvial soil,32,59.0,6
alluvial soil,33,56.0,7
alluvial soil,34,53.0,8
alluvial soil,35,50.0,9
alluvial soil,36,47.0,10
alluvial soil,37,44.0,11
alluvial soil,38,41.0,12
alluvial soil,39,38.0,13
alluvial soil,40,35.0,14
alluvial soil,41,32.0,15
alluvial soil,42,29.0,16
alluvial soil,43,26.0,17
alluvial soil,44,23.0,18
alluvial soil,45,20.0,19
alluvial soil,46,17.0,20
alluvial soil,25,80.0,21
alluvial soil,26,77.0,22
alluvial soil,27,74.0,23
alluvial soil,28,71.0,24
alluvial soil,29,68.0,25
alluvial soil,30,65.0,26
alluvial soil,31,62.0,27
alluvial soil,32,59.0,28
alluvial soil,33,56.0,29
alluvial soil,34,53.0,30
alluvial soil,35,50.0,31
alluvial soil,36,47.0,32
alluvial soil,37,44.0,33
alluvial soil,38,41.0,34
alluvial soil,39,38.0,35
alluvial soil,40,35.0,36
alluvial soil,41,32.0,37
alluvial soil,42,29.0,38
alluvial soil,43,26.0,39
alluvial soil,44,23.0,40
alluvial soil,45,20.0,41
alluvial soil,46,17.0,42
alluvial soil,25,80.0,43
alluvial soil,26,77.0,44
alluvial soil,27,74.0,45
alluvial soil,28,71.0,46
alluvial soil,29,68.0,47
alluvial soil,30,65.0,48
alluvial soil,31,62.0,49
alluvial soil,32,59.0,50
alluvial soil,33,56.0,51
alluvial soil,34,53.0,52
alluvial soil,35,50.0,53
alluvial soil,36,47.0,54
alluvial soil,37,44.0,55
alluvial soil,38,41.0,56
alluvial soil,39,38.0,57
alluvial soil,40,35.0,58
alluvial soil,41,32.0,59
alluvial soil,42,29.0,60
alluvial soil,43,26.0,61
alluvial soil,44,23.0,62
alluvial soil,45,20.0,63
alluvial soil,46,17.0,64
alluvial soil,25,80.0,65
alluvial soil,26,77.0,66
alluvial soil,27,74.0,67
alluvial soil,28,71.0,68
alluvial soil,29,68.0,69
alluvial soil,30,65.0,70
alluvial soil,31,62.0,71
alluvial soil,32,59.0,72
alluvial soil,33,56.0,73
alluvial soil,34,53.0,74
alluvial soil,35,50.0,75
alluvial soil,36,47.0,76
alluvial soil,37,44.0,77
alluvial soil,38,41.0,78
alluvial soil,39,38.0,79
alluvial soil,40,35.0,80
alluvial soil,41,32.0,81
alluvial soil,42,29.0,82
alluvial soil,43,26.0,83
alluvial soil,44,23.0,84
alluvial soil,45,20.0,85
alluvial soil,46,17.0,86
alluvial soil,25,80.0,87
alluvial soil,26,77.0,88
alluvial soil,27,74.0,89
alluvial soil,28,71.0,90
alluvial soil,29,68.0,91
alluvial soil,30,65.0,92
alluvial soil,31,62.0,93
alluvial soil,32,59.0,94
alluvial soil,33,56.0,95
alluvial soil,34,53.0,96
alluvial soil,35,50.0,97
alluvial soil,36,47.0,98
alluvial soil,37,44.0,99
alluvial soil,38,41.0,100
alluvial soil,39,38.0,1
alluvial soil,40,35.0,2
alluvial soil,41,32.0,3
alluvial soil,42,29.0,4
alluvial soil,43,26.0,5
alluvial soil,44,23.0,6
alluvial soil,45,20.0,7
alluvial soil,46,17.0,8
alluvial soil,25,80.0,9
alluvial soil,26,77.0,10
alluvial soil,27,74.0,11
alluvial soil,28,71.0,12
alluvial soil,29,68.0,13
alluvial soil,30,65.0,14
alluvial soil,31,62.0,15
alluvial soil,32,59.0,16
alluvial soil,33,56.0,17
alluvial soil,34,53.0,18
alluvial soil,35,50.0,19
alluvial soil,36,47.0,20
alluvial soil,37,44.0,21
alluvial soil,38,41.0,22
alluvial soil,39,38.0,23
alluvial soil,40,35.0,24
alluvial soil,41,32.0,25
alluvial soil,42,29.0,26
alluvial soil,43,26.0,27
alluvial soil,44,23.0,28
alluvial soil,45,20.0,29
alluvial soil,46,17.0,30
alluvial soil,25,80.0,31
alluvial soil,26,77.0,32
alluvial soil,27,74.0,33
alluvial soil,28,71.0,34
alluvial soil,29,68.0,35
alluvial soil,30,65.0,36
alluvial soil,31,62.0,37
alluvial soil,32,59.0,38
alluvial soil,33,56.0,39
alluvial soil,34,53.0,40
alluvial soil,35,50.0,41
alluvial soil,36,47.0,42
alluvial soil,37,44.0,43
alluvial soil,38,41.0,44
alluvial soil,39,38.0,45
alluvial soil,40,35.0,46
alluvial soil,41,32.0,47
alluvial soil,42,29.0,48
alluvial soil,43,26.0,49
alluvial soil,44,23.0,50
alluvial soil,45,20.0,51
alluvial soil,46,17.0,52
alluvial soil,25,80.0,53
alluvial soil,26,77.0,54
alluvial soil,27,74.0,55
alluvial soil,28,71.0,56
alluvial soil,29,68.0,57
alluvial soil,30,65.0,58
alluvial soil,31,62.0,59
alluvial soil,32,59.0,60
alluvial soil,33,56.0,61
alluvial soil,34,53.0,62
alluvial soil,35,50.0,63
alluvial soil,36,47.0,64
alluvial soil,37,44.0,65
alluvial soil,38,41.0,66
alluvial soil,39,38.0,67
alluvial soil,40,35.0,68
alluvial soil,41,32.0,69
alluvial soil,42,29.0,70
alluvial soil,43,26.0,71
alluvial soil,44,23.0,72
alluvial soil,45,20.0,73
alluvial soil,46,17.0,74
alluvial soil,25,80.0,75
alluvial soil,26,77.0,76
alluvial soil,27,74.0,77
alluvial soil,28,71.0,78
alluvial soil,29,68.0,79
alluvial soil,30,65.0,80
alluvial soil,31,62.0,81
alluvial soil,32,59.0,82
alluvial soil,33,56.0,83
alluvial soil,34,53.0,84
alluvial soil,35,50.0,85
alluvial soil,36,47.0,86
alluvial soil,37,44.0,87
alluvial soil,38,41.0,88
alluvial soil,39,38.0,89
alluvial soil,40,35.0,90
alluvial soil,41,32.0,91
alluvial soil,42,29.0,92
alluvial soil,43,26.0,93
alluvial soil,44,23.0,94
alluvial soil,45,20.0,95
alluvial soil,46,17.0,96
alluvial soil,25,80.0,97
alluvial soil,26,77.0,98
alluvial soil,27,74.0,99
alluvial soil,28,71.0,100
alluvial soil,29,68.0,1
alluvial soil,30,65.0,2
alluvial soil,31,62.0,3
alluvial soil,32,59.0,4
alluvial soil,33,56.0,5
alluvial soil,34,53.0,6
alluvial soil,35,50.0,7
alluvial soil,36,47.0,8
alluvial soil,37,44.0,9
alluvial soil,38,41.0,10
alluvial soil,39,38.0,11
alluvial soil,40,35.0,12
alluvial soil,41,32.0,13
alluvial soil,42,29.0,14
alluvial soil,43,26.0,15
alluvial soil,44,23.0,16
alluvial soil,45,20.0,17
alluvial soil,46,17.0,18
alluvial soil,25,80.0,19
alluvial soil,26,77.0,20
alluvial soil,27,74.0,21
alluvial soil,28,71.0,22
alluvial soil,29,68.0,23
alluvial soil,30,65.0,24
alluvial soil,31,62.0,25
alluvial soil,32,59.0,26
alluvial soil,33,56.0,27
alluvial soil,34,53.0,28
alluvial soil,35,50.0,29
alluvial soil,36,47.0,30
alluvial soil,37,44.0,31
alluvial soil,38,41.0,32
alluvial soil,39,38.0,33
alluvial soil,40,35.0,34
alluvial soil,41,32.0,35
alluvial soil,42,29.0,36
alluvial soil,43,26.0,37
alluvial soil,44,23.0,38
alluvial soil,45,20.0,39
alluvial soil,46,17.0,40
alluvial soil,25,80.0,41
alluvial soil,26,77.0,42
alluvial soil,27,74.0,43
alluvial soil,28,71.0,44
alluvial soil,29,68.0,45
alluvial soil,30,65.0,46
alluvial soil,31,62.0,47
alluvial soil,32,59.0,48
alluvial soil,33,56.0,49
alluvial soil,34,53.0,50
alluvial soil,35,50.0,51
alluvial soil,36,47.0,52
alluvial soil,37,44.0,53
alluvial soil,38,41.0,54
alluvial soil,39,38.0,55
alluvial soil,40,35.0,56
alluvial soil,41,32.0,57
alluvial soil,42,29.0,58
alluvial soil,43,26.0,59
alluvial soil,44,23.0,60
alluvial soil,45,20.0,61
alluvial soil,46,17.0,62
alluvial soil,25,80.0,63
alluvial soil,26,77.0,64
alluvial soil,27,74.0,65
alluvial soil,28,71.0,66
alluvial soil,29,68.0,67
alluvial soil,30,65.0,68
alluvial soil,31,62.0,69
alluvial soil,32,59.0,70
alluvial soil,33,56.0,71
alluvial soil,34,53.0,72
alluvial soil,35,50.0,73
alluvial soil,36,47.0,74
alluvial soil,37,44.0,75
alluvial soil,38,41.0,76
alluvial soil,39,38.0,77
alluvial soil,40,35.0,78
alluvial soil,41,32.0,79
alluvial soil,42,29.0,80
alluvial soil,43,26.0,81
alluvial soil,44,23.0,82
alluvial soil,45,20.0,83
alluvial soil,46,17.0,84
alluvial soil,25,80.0,85
alluvial soil,26,77.0,86
alluvial soil,27,74.0,87
alluvial soil,28,71.0,88
alluvial soil,29,68.0,89
alluvial soil,30,65.0,90
alluvial soil,31,62.0,91
alluvial soil,32,59.0,92
alluvial soil,33,56.0,93
alluvial soil,34,53.0,94
alluvial soil,35,50.0,95
alluvial soil,36,47.0,96
alluvial soil,37,44.0,97
alluvial soil,38,41.0,98
alluvial soil,39,38.0,99
alluvial soil,40,35.0,100
sandy soil,41,32.0,1
sandy soil,42,29.0,2
sandy soil,43,26.0,3
sandy soil,44,23.0,4
sandy soil,45,20.0,5
sandy soil,46,17.0,6
sandy soil,25,80.0,7
sandy soil,26,77.0,8
sandy soil,27,74.0,9
sandy soil,28,71.0,10
sandy soil,29,68.0,11
sandy soil,30,65.0,12
sandy soil,31,62.0,13
sandy soil,32,59.0,14
sandy soil,33,56.0,15
sandy soil,34,53.0,16
sandy soil,35,50.0,17
sandy soil,36,47.0,18
sandy soil,37,44.0,19
sandy soil,38,41.0,20
sandy soil,39,38.0,21
sandy soil,40,35.0,22
sandy soil,41,32.0,23
sandy soil,42,29.0,24
sandy soil,43,26.0,25
sandy soil,44,23.0,26
sandy soil,45,20.0,27
sandy soil,46,17.0,28
sandy soil,25,80.0,29
sandy soil,26,77.0,30
sandy soil,27,74.0,31
sandy soil,28,71.0,32
sandy soil,29,68.0,33
sandy soil,30,65.0,34
sandy soil,31,62.0,35
sandy soil,32,59.0,36
sandy soil,33,56.0,37
sandy soil,34,53.0,38
sandy soil,35,50.0,39
sandy soil,36,47.0,40
sandy soil,37,44.0,41
sandy soil,38,41.0,42
sandy soil,39,38.0,43
sandy soil,40,35.0,44
sandy soil,41,32.0,45
sandy soil,42,29.0,46
sandy soil,43,26.0,47
sandy soil,44,23.0,48
sandy soil,45,20.0,49
sandy soil,46,17.0,50
sandy soil,25,80.0,51
sandy soil,26,77.0,52
sandy soil,27,74.0,53
sandy soil,28,71.0,54
sandy soil,29,68.0,55
sandy soil,30,65.0,56
sandy soil,31,62.0,57
sandy soil,32,59.0,58
sandy soil,33,56.0,59
sandy soil,34,53.0,60
sandy soil,35,50.0,61
sandy soil,36,47.0,62
sandy soil,37,44.0,63
sandy soil,38,41.0,64
sandy soil,39,38.0,65
sandy soil,40,35.0,66
sandy soil,41,32.0,67
sandy soil,42,29.0,68
sandy soil,43,26.0,69
sandy soil,44,23.0,70
sandy soil,45,20.0,71
sandy soil,46,17.0,72
sandy soil,25,80.0,73
sandy soil,26,77.0,74
sandy soil,27,74.0,75
sandy soil,28,71.0,76
sandy soil,29,68.0,77
sandy soil,30,65.0,78
sandy soil,31,62.0,79
sandy soil,32,59.0,80
sandy soil,33,56.0,81
sandy soil,34,53.0,82
sandy soil,35,50.0,83
sandy soil,36,47.0,84
sandy soil,37,44.0,85
sandy soil,38,41.0,86
sandy soil,39,38.0,87
sandy soil,40,35.0,88
sandy soil,41,32.0,89
sandy soil,42,29.0,90
sandy soil,43,26.0,91
sandy soil,44,23.0,92
sandy soil,45,20.0,93
sandy soil,46,17.0,94
sandy soil,25,80.0,95
sandy soil,26,77.0,96
sandy soil,27,74.0,97
sandy soil,28,71.0,98
sandy soil,29,68.0,99
sandy soil,30,65.0,100
sandy soil,31,62.0,1
sandy soil,32,59.0,2
sandy soil,33,56.0,3
sandy soil,34,53.0,4
sandy soil,35,50.0,5
sandy soil,36,47.0,6
sandy soil,37,44.0,7
sandy soil,38,41.0,8
sandy soil,39,38.0,9
sandy soil,40,35.0,10
sandy soil,41,32.0,11
sandy soil,42,29.0,12
sandy soil,43,26.0,13
sandy soil,44,23.0,14
sandy soil,45,20.0,15
sandy soil,46,17.0,16
sandy soil,25,80.0,17
sandy soil,26,77.0,18
sandy soil,27,74.0,19
sandy soil,28,71.0,20
sandy soil,29,68.0,21
sandy soil,30,65.0,22
sandy soil,31,62.0,23
sandy soil,32,59.0,24
sandy soil,33,56.0,25
sandy soil,34,53.0,26
sandy soil,35,50.0,27
sandy soil,36,47.0,28
sandy soil,37,44.0,29
sandy soil,38,41.0,30
sandy soil,39,38.0,31
sandy soil,40,35.0,32
sandy soil,41,32.0,33
sandy soil,42,29.0,34
sandy soil,43,26.0,35
sandy soil,44,23.0,36
sandy soil,45,20.0,37
sandy soil,46,17.0,38
sandy soil,25,80.0,39
sandy soil,26,77.0,40
sandy soil,27,74.0,41
sandy soil,28,71.0,42
sandy soil,29,68.0,43
sandy soil,30,65.0,44
sandy soil,31,62.0,45
sandy soil,32,59.0,46
sandy soil,33,56.0,47
sandy soil,34,53.0,48
sandy soil,35,50.0,49
sandy soil,36,47.0,50
sandy soil,37,44.0,51
sandy soil,38,41.0,52
sandy soil,39,38.0,53
sandy soil,40,35.0,54
sandy soil,41,32.0,55
sandy soil,42,29.0,56
sandy soil,43,26.0,57
sandy soil,44,23.0,58
sandy soil,45,20.0,59
sandy soil,46,17.0,60
sandy soil,25,80.0,61
sandy soil,26,77.0,62
sandy soil,27,74.0,63
sandy soil,28,71.0,64
sandy soil,29,68.0,65
sandy soil,30,65.0,66
sandy soil,31,62.0,67
sandy soil,32,59.0,68
sandy soil,33,56.0,69
sandy soil,34,53.0,70
sandy soil,35,50.0,71
sandy soil,36,47.0,72
sandy soil,37,44.0,73
sandy soil,38,41.0,74
sandy soil,39,38.0,75
sandy soil,40,35.0,76
sandy soil,41,32.0,77
sandy soil,42,29.0,78
sandy soil,43,26.0,79
sandy soil,44,23.0,80
sandy soil,45,20.0,81
sandy soil,46,17.0,82
sandy soil,25,80.0,83
sandy soil,26,77.0,84
sandy soil,27,74.0,85
sandy soil,28,71.0,86
sandy soil,29,68.0,87
sandy soil,30,65.0,88
sandy soil,31,62.0,89
sandy soil,32,59.0,90
sandy soil,33,56.0,91
sandy soil,34,53.0,92
sandy soil,35,50.0,93
sandy soil,36,47.0,94
sandy soil,37,44.0,95
sandy soil,38,41.0,96
sandy soil,39,38.0,97
sandy soil,40,35.0,98
sandy soil,41,32.0,99
sandy soil,42,29.0,100
sandy soil,43,26.0,1
sandy soil,44,23.0,2
sandy soil,45,20.0,3
sandy soil,46,17.0,4
sandy soil,25,80.0,5
sandy soil,26,77.0,6
sandy soil,27,74.0,7
sandy soil,28,71.0,8
sandy soil,29,68.0,9
sandy soil,30,65.0,10
sandy soil,31,62.0,11
sandy soil,32,59.0,12
sandy soil,33,56.0,13
sandy soil,34,53.0,14
sandy soil,35,50.0,15
sandy soil,36,47.0,16
sandy soil,37,44.0,17
sandy soil,38,41.0,18
sandy soil,39,38.0,19
sandy soil,40,35.0,20
sandy soil,41,32.0,21
sandy soil,42,29.0,22
sandy soil,43,26.0,23
sandy soil,44,23.0,24
sandy soil,45,20.0,25
sandy soil,46,17.0,26
sandy soil,25,80.0,27
sandy soil,26,77.0,28
sandy soil,27,74.0,29
sandy soil,28,71.0,30
sandy soil,29,68.0,31
sandy soil,30,65.0,32
sandy soil,31,62.0,33
sandy soil,32,59.0,34
sandy soil,33,56.0,35
sandy soil,34,53.0,36
sandy soil,35,50.0,37
sandy soil,36,47.0,38
sandy soil,37,44.0,39
sandy soil,38,41.0,40
sandy soil,39,38.0,41
sandy soil,40,35.0,42
sandy soil,41,32.0,43
sandy soil,42,29.0,44
sandy soil,43,26.0,45
sandy soil,44,23.0,46
sandy soil,45,20.0,47
sandy soil,46,17.0,48
sandy soil,25,80.0,49
sandy soil,26,77.0,50
sandy soil,27,74.0,51
sandy soil,28,71.0,52
sandy soil,29,68.0,53
sandy soil,30,65.0,54
sandy soil,31,62.0,55
sandy soil,32,59.0,56
sandy soil,33,56.0,57
sandy soil,34,53.0,58
sandy soil,35,50.0,59
sandy soil,36,47.0,60
sandy soil,37,44.0,61
sandy soil,38,41.0,62
sandy soil,39,38.0,63
sandy soil,40,35.0,64
sandy soil,41,32.0,65
sandy soil,42,29.0,66
sandy soil,43,26.0,67
sandy soil,44,23.0,68
sandy soil,45,20.0,69
sandy soil,46,17.0,70
sandy soil,25,80.0,71
sandy soil,26,77.0,72
sandy soil,27,74.0,73
sandy soil,28,71.0,74
sandy soil,29,68.0,75
sandy soil,30,65.0,76
sandy soil,31,62.0,77
sandy soil,32,59.0,78
sandy soil,33,56.0,79
sandy soil,34,53.0,80
sandy soil,35,50.0,81
sandy soil,36,47.0,82
sandy soil,37,44.0,83
sandy soil,38,41.0,84
sandy soil,39,38.0,85
sandy soil,40,35.0,86
sandy soil,41,32.0,87
sandy soil,42,29.0,88
sandy soil,43,26.0,89
sandy soil,44,23.0,90
sandy soil,45,20.0,91
sandy soil,46,17.0,92
sandy soil,25,80.0,93
sandy soil,26,77.0,94
sandy soil,27,74.0,95
sandy soil,28,71.0,96
sandy soil,29,68.0,97
sandy soil,30,65.0,98
sandy soil,31,62.0,99
sandy soil,32,59.0,100
sandy soil,33,56.0,1
sandy soil,34,53.0,2
sandy soil,35,50.0,3
sandy soil,36,47.0,4
sandy soil,37,44.0,5
sandy soil,38,41.0,6
sandy soil,39,38.0,7
sandy soil,40,35.0,8
sandy soil,41,32.0,9
sandy soil,42,29.0,10
sandy soil,43,26.0,11
sandy soil,44,23.0,12
sandy soil,45,20.0,13
sandy soil,46,17.0,14
sandy soil,25,80.0,15
sandy soil,26,77.0,16
sandy soil,27,74.0,17
sandy soil,28,71.0,18
sandy soil,29,68.0,19
sandy soil,30,65.0,20
sandy soil,31,62.0,21
sandy soil,32,59.0,22
sandy soil,33,56.0,23
sandy soil,34,53.0,24
sandy soil,35,50.0,25
sandy soil,36,47.0,26
sandy soil,37,44.0,27
sandy soil,38,41.0,28
sandy soil,39,38.0,29
sandy soil,40,35.0,30
sandy soil,41,32.0,31
sandy soil,42,29.0,32
sandy soil,43,26.0,33
sandy soil,44,23.0,34
sandy soil,45,20.0,35
sandy soil,46,17.0,36
sandy soil,25,80.0,37
sandy soil,26,77.0,38
sandy soil,27,74.0,39
sandy soil,28,71.0,40
sandy soil,29,68.0,41
sandy soil,30,65.0,42
